구직신청번호,성별,나이,학력공통코드,학력공통코드명,희망근무지역(시도)_1,희망근무지역명(시군구)_1,희망근무지역명(시도)_2,희망근무지역명(시군구)_2,희망직종공통코드,희망직종공통코드명,희망직종경력년수,희망직종경력개월수,희망직종경력년_월수,구직인증상태공통구분,구직인증상태공통구분명,검색키워드1,검색키워드2,검색키워드3,검색키워드4,검색키워드5,등록일시,수정일시
H325202107071061,남,65,J00108,전문대학,서울,강동구,서울,송파구,550100,요양 보호사 및 간병인,0,4,0년4월,J03404,알선,,,,,,07:12.0,07:16.0
H315202107071059,남,68,J00100,관계없음,서울,양천구,서울,강서구,702901,건물 보수원 및 영선원(아파트 기계?전기 시설관리 제외),10,0,10년0월,J03402,승인,,,,,,05:33.0,05:36.0
H317202107071058,남,63,J00104,중학교,서울,구로구,서울,금천구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,02:49.0,02:53.0
H001202107071057,남,62,J00108,전문대학,서울,강남구,서울,관악구,29204,고객 상담원(금융?보험?부동산),25,0,25년0월,J03402,승인,,,,,,02:36.0,26:52.0
H002202107071056,남,22,J00106,고등학교,인천,,서울,,531201,한식 조리사(일반 음식점),,,신입,J03402,승인,,,,,,01:29.0,01:33.0
H302202107071055,여,37,J00104,중학교,서울,중구,서울,,885900,드론 및 주입?포장?상표부착기 등 기타 기계 조작원,,,신입,J03404,알선,,,,,,01:06.0,01:10.0
H001202107071038,남,60,J00110,대학_대학교,서울,,경기,하남시,542000,경비원(건물 관리원),,,신입,J03402,승인,경비,배송,조경,,,58:00.0,12:30.0
H318202107071037,여,58,J00104,중학교,서울,금천구,,,550104,재가 요양보호사,0,4,0년4월,J03404,알선,,,,,,56:33.0,56:36.0
H311202107071036,남,75,J00102,초등학교,서울,노원구,서울,,542001,아파트?빌라 경비원,20,0,20년0월,J03404,알선,아파트경비원,외곽청소원,,,,55:51.0,55:55.0
H307202107071035,남,66,J00100,관계없음,서울,중랑구,,,542000,경비원(건물 관리원),2,0,2년0월,J03402,승인,,,,,,54:38.0,54:43.0
H301202107071034,여,60,J00108,전문대학,서울,종로구,서울,,521303,박물관미술관문화역사자연환경 등 각종 해설사,,,신입,J03404,알선,,,,,,52:42.0,52:46.0
H307202107071033,여,57,J00104,중학교,서울,동대문구,서울,중랑구,550104,재가 요양보호사,6,0,6년0월,J03402,승인,요양보호사,장애인생활보조인,3~4등급,성별무관,오후12시40분 이후희망,52:08.0,52:12.0
H320202107071018,남,35,J00106,고등학교,서울,동작구,서울,,841100,컴퓨터 설치?수리원(컴퓨터A/S원),7,3,7년3월,J03404,알선,,,,,,49:42.0,49:48.0
H323202107071017,여,64,J00106,고등학교,서울,,경기,,550103,시설 요양보호사(노인요양사),6,0,6년0월,J03404,알선,,,,,,49:20.0,49:24.0
H001202107071016,여,36,J00110,대학_대학교,서울,강서구,서울,영등포구,26201,인사 사무원,,,신입,J03402,승인,일반사무,사서보조,,,,49:03.0,45:18.0
H303202107071015,남,47,J00106,고등학교,서울,용산구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,0,1년0월,J03402,승인,청소,외곽청소,경비,건설,,47:33.0,47:36.0
H321202107071014,남,51,J00106,고등학교,서울,관악구,서울,,542001,아파트?빌라 경비원,5,0,5년0월,J03404,알선,,,,,,45:47.0,45:51.0
H315202107071013,여,54,J00100,관계없음,서울,양천구,서울,,29104,데스크 안내원,15,0,15년0월,J03402,승인,,,,,,45:19.0,45:20.0
H310202107071012,여,66,J00102,초등학교,서울,도봉구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,0,1년0월,J03402,승인,병원,,,,,42:28.0,42:29.0
H302202107071008,남,62,J00106,고등학교,서울,,서울,중구,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03402,승인,,,,,,40:11.0,40:14.0
H306202107070988,여,61,J00106,고등학교,서울,동대문구,서울,,550104,재가 요양보호사,,,신입,J03402,승인,동대문구,,,,,33:05.0,33:09.0
H318202107070987,여,63,J00104,중학교,서울,금천구,,,550104,재가 요양보호사,0,3,0년3월,J03402,승인,,,,,,32:03.0,32:03.0
H315202107070986,여,55,J00110,대학_대학교,서울,양천구,서울,,550104,재가 요양보호사,1,7,1년7월,J03404,알선,,,,,,30:13.0,30:16.0
H311202107070966,여,45,J00100,관계없음,서울,성북구,서울,,26301,총무 및 일반 사무원,10,0,10년0월,J03402,승인,,,,,,29:34.0,29:38.0
H323202107070965,여,51,J00108,전문대학,서울,강남구,서울,,532300,주방 보조원,11,0,11년0월,J03404,알선,,,,,,29:22.0,29:23.0
H317202107070964,여,66,J00106,고등학교,서울,구로구,경기,광명시,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),6,0,6년0월,J03404,알선,,,,,,28:54.0,28:58.0
H121202107070963,여,60,J00106,고등학교,서울,중랑구,서울,,562903,기타 서비스 단순종사원(사우나찜질방 정리원 등),,,신입,J03402,승인,,,,,,28:47.0,28:51.0
H320202107070962,여,26,J00112,석사과정,서울,강남구,서울,금천구,134102,데이터 분석가(빅데이터 분석가),,,신입,J03402,승인,,,,,,27:28.0,27:33.0
H324202107070961,여,71,J00106,고등학교,서울,송파구,서울,강동구,550104,재가 요양보호사,,,신입,J03402,승인,,,,,,26:58.0,27:03.0
H303202107070960,여,48,J00104,중학교,서울,용산구,서울,,562902,환경 감시원,,,신입,J03402,승인,서계동,,,,,21:29.0,21:34.0
H001202107070959,남,59,J00110,대학_대학교,서울,양천구,서울,강서구,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03404,알선,경비원,승합차운전원,배송납품,,,20:22.0,01:57.0
H001202107070958,여,46,J00108,전문대학,서울,관악구,서울,,305000,영양사,2,5,2년5월,J03402,승인,,,,,,20:13.0,34:24.0
H308202107070935,남,52,J00100,관계없음,서울,성북구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,17:54.0,17:58.0
H306202107070934,남,70,J00112,석사과정,서울,동대문구,서울,,622202,관광 및 통근?통학?학원 및 기타 버스 운전원,,,신입,J03402,승인,경비,운전,주차,,,16:18.0,16:23.0
H312202107070933,여,66,J00106,고등학교,서울,은평구,서울,종로구,561100,청소원,10,0,10년0월,J03404,알선,,,,,,16:09.0,16:13.0
H309202107070932,여,66,J00104,중학교,서울,강북구,,,550104,재가 요양보호사,,,신입,J03402,승인,,,,,,15:47.0,15:50.0
H315202107070931,여,65,J00106,고등학교,서울,양천구,서울,,561302,방역원(해충퇴치원 포함),3,0,3년0월,J03402,승인,,,,,,15:40.0,15:44.0
H315202107070930,여,58,J00106,고등학교,서울,양천구,서울,강서구,532301,주방 보조원(일반 음식점),20,0,20년0월,J03404,알선,,,,,,15:26.0,15:29.0
H323202107070929,여,57,J00106,고등학교,서울,강남구,서울,송파구,550103,시설 요양보호사(노인요양사),0,2,0년2월,J03404,알선,,,,,,14:04.0,14:09.0
H301202107070928,남,60,J00106,고등학교,서울,,,,531400,양식 조리사,15,0,15년0월,J03402,승인,,,,,,10:26.0,10:30.0
H307202107070908,여,62,J00106,고등학교,서울,중랑구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,06:36.0,06:41.0
H314202107070907,여,50,J00106,고등학교,서울,마포구,서울,,532302,단체 급식 보조원,1,0,1년0월,J03404,알선,,,,,,04:02.0,04:05.0
H324202107070906,여,58,J00106,고등학교,서울,송파구,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),0,6,0년6월,J03402,승인,,,,,,03:09.0,03:13.0
H128202107070905,여,62,J00100,관계없음,,,,,561100,청소원,,,신입,J03402,승인,,,,,,02:16.0,02:20.0
H315202107070904,남,71,J00106,고등학교,서울,양천구,서울,강서구,542002,건물 경비원(청사학교병원상가빌딩공장 등),0,2,0년2월,J03402,승인,,,,,,00:37.0,00:41.0
H317202107070903,여,64,J00110,대학_대학교,서울,,경기,광명시,305000,영양사,8,0,8년0월,J03404,알선,,,,,,00:02.0,00:08.0
H318202107070902,남,28,J00110,대학_대학교,서울,금천구,서울,,29505,사무 보조원(공공기관),,,신입,J03402,승인,,,,,,59:59.0,00:03.0
H319202107070889,여,63,J00104,중학교,서울,영등포구,서울,,550104,재가 요양보호사,5,0,5년0월,J03404,알선,성별무관,문래,문래,영등포,당산,58:27.0,58:31.0
H128202107070888,여,68,J00100,관계없음,서울,강북구,서울,성북구,561100,청소원,,,신입,J03402,승인,,,,,,57:29.0,57:34.0
H001202107070886,남,59,J00110,대학_대학교,서울,,경기,하남시,25500,공공행정 사무원,,,신입,J03402,승인,주택관리사보,공인중개사,학교보안관,주택공사,금융,53:47.0,57:14.0
H316202107070885,남,65,J00104,중학교,서울,강서구,,,561200,환경미화원 및 재활용품 수거원,8,0,8년0월,J03402,승인,,,,,,53:06.0,53:10.0
H325202107070875,여,68,J00102,초등학교,서울,강동구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,45:27.0,45:30.0
H307202107070874,여,63,J00102,초등학교,서울,중랑구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,0,1년0월,J03402,승인,,,,,,45:08.0,45:12.0
H101202107070860,남,61,J00106,고등학교,서울,영등포구,서울,,542001,아파트?빌라 경비원,,,신입,J03402,승인,,,,,,33:02.0,33:07.0
H101202107070859,남,63,J00104,중학교,서울,강북구,서울,,542000,경비원(건물 관리원),,,신입,J03402,승인,,,,,,31:05.0,31:09.0
H319202107070839,여,65,J00102,초등학교,서울,영등포구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,신길,대림,,,,27:02.0,27:06.0
H101202107070838,남,69,J00106,고등학교,서울,동대문구,,,542000,경비원(건물 관리원),2,0,2년0월,J03402,승인,광진구,경비원,건물관리,경비,,26:36.0,26:41.0
H318202107070837,여,67,J00104,중학교,서울,금천구,,,550104,재가 요양보호사,4,0,4년0월,J03402,승인,,,,,,24:33.0,24:36.0
H101202107070836,남,57,J00106,고등학교,서울,용산구,,,542000,경비원(건물 관리원),5,0,5년0월,J03402,승인,,,,,,23:40.0,23:43.0
H101202107070835,남,68,J00106,고등학교,서울,양천구,,,901500,조경원,5,0,5년0월,J03402,승인,,,,,,21:06.0,21:09.0
H309202107070834,남,70,J00106,고등학교,서울,강북구,,,901501,조경 식재원,,,신입,J03402,승인,,,,,,19:58.0,20:01.0
H101202107070824,남,75,J00106,고등학교,서울,관악구,서울,,542000,경비원(건물 관리원),,,신입,J03402,승인,,,,,,18:08.0,18:13.0
H306202107070823,여,59,J00102,초등학교,서울,동대문구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),5,0,5년0월,J03404,알선,청소,,,,,17:51.0,17:55.0
H001202107070822,남,28,J00110,대학_대학교,서울,,경기,,26100,기획?마케팅 사무원,,,신입,J03402,승인,,,,,,16:59.0,17:14.0
H101202107070821,남,56,J00110,대학_대학교,서울,,서울,강남구,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03402,승인,총무,기획,관리,화학연구,플라스틱연구,15:03.0,15:09.0
H001202107070820,남,23,J00108,전문대학,서울,강동구,경기,하남시,231100,사회복지사,,,신입,J03402,승인,,,,,,12:09.0,17:48.0
H001202107070800,남,28,J00106,고등학교,서울,양천구,서울,강서구,541200,청원경찰,,,신입,J03404,알선,,,,,,08:44.0,05:03.0
H316202107070799,여,60,J00110,대학_대학교,서울,강서구,서울,,905002,임업 단순 종사원(산림보호감시 산불감시원 등),,,신입,J03402,승인,,,,,,08:06.0,08:10.0
H317202107070798,여,70,J00102,초등학교,경기,부천시,서울,구로구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),3,0,3년0월,J03402,승인,,,,,,07:58.0,08:01.0
H310202107070797,여,53,J00106,고등학교,서울,도봉구,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,0,1년0월,J03402,승인,몽골,,,,,05:02.0,05:06.0
H303202107070796,여,70,J00102,초등학교,서울,용산구,서울,,25500,공공행정 사무원,,,신입,J03402,승인,청파동,,,,,04:24.0,04:28.0
H318202107070794,여,59,J00106,고등학교,서울,,경기,안양시,550104,재가 요양보호사,3,0,3년0월,J03404,알선,,,,,,02:13.0,02:17.0
H001202107070795,남,47,J00106,고등학교,서울,강북구,서울,,622301,경?소형 화물차 운전원,10,0,10년0월,J03404,알선,배송,납품,생산,제조,,02:13.0,28:48.0
H323202107070793,남,65,J00106,고등학교,서울,,,,542000,경비원(건물 관리원),,,신입,J03402,승인,,,,,,02:03.0,02:07.0
H315202107070792,여,74,J00104,중학교,서울,양천구,서울,강서구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),22,0,22년0월,J03404,알선,,,,,,01:58.0,02:01.0
H320202107070791,여,66,J00106,고등학교,서울,동작구,,,550104,재가 요양보호사,3,0,3년0월,J03404,알선,,,,,,01:07.0,01:11.0
H313202107070775,여,68,J00106,고등학교,서울,서대문구,서울,,550104,재가 요양보호사,0,4,0년4월,J03404,알선,,,,,,59:41.0,59:45.0
H115202107070774,남,61,J00110,대학_대학교,서울,,,,12204,재무?회계?경리 부서장,20,0,20년0월,J03402,승인,,,,,,51:28.0,51:33.0
H304202107070773,여,63,J00110,대학_대학교,서울,성동구,서울,동대문구,232100,보육 교사,6,0,6년0월,J03402,승인,,,,,,50:48.0,50:52.0
H310202107070745,여,46,J00110,대학_대학교,서울,도봉구,서울,,214109,한국어 강사(다문화 언어지도사 포함),1,0,1년0월,J03402,승인,F-6,,,,,49:00.0,49:05.0
H311202107070744,여,56,J00106,고등학교,서울,,,,550104,재가 요양보호사,0,7,0년7월,J03402,승인,,,,,,44:30.0,44:34.0
H316202107070743,여,59,J00104,중학교,서울,강서구,서울,양천구,862301,재봉사(의류?직물) ,30,0,30년0월,J03402,승인,,,,,,43:01.0,43:06.0
H302202107070713,남,63,J00112,석사과정,서울,중구,서울,,222002,특허?저작권 사무원,30,0,30년0월,J03402,승인,,,,,,38:30.0,38:34.0
H324202107070712,남,66,J00102,초등학교,서울,송파구,서울,강동구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,38:04.0,38:08.0
H308202107070711,여,55,J00106,고등학교,서울,성북구,서울,강북구,232902,아동 생활지도원,,,신입,J03402,승인,,,,,,37:45.0,37:50.0
H310202107070710,여,56,J00104,중학교,서울,도봉구,서울,,550104,재가 요양보호사,3,0,3년0월,J03402,승인,자전거,마포에서 전입,!!!!,,,37:00.0,37:03.0
H318202107070709,여,61,J00106,고등학교,서울,금천구,,,550104,재가 요양보호사,1,1,1년1월,J03404,알선,,,,,,36:16.0,36:19.0
H315202107070708,남,63,J00100,관계없음,서울,양천구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03402,승인,,,,,,36:10.0,36:14.0
H308202107070707,남,76,J00106,고등학교,,,,,890003,화학?환경?에너지 분야 단순 종사원,,,신입,J03402,승인,,,,,,35:44.0,35:47.0
H002202107070706,여,26,J00110,대학_대학교,서울,,,,29505,사무 보조원(공공기관),,,신입,J03402,승인,,,,,,35:36.0,35:42.0
H323202107070705,여,50,J00110,대학_대학교,서울,강남구,서울,서초구,611000,부동산 컨설턴트 및 중개인,,,신입,J03402,승인,,,,,,35:16.0,35:20.0
H307202107070704,남,77,J00100,관계없음,서울,중랑구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,35:15.0,35:20.0
H318202107070703,여,67,J00102,초등학교,서울,금천구,,,561100,청소원,,,신입,J03402,승인,,,,,,34:57.0,35:02.0
H314202107070701,여,62,J00104,중학교,서울,마포구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,32:11.0,32:15.0
H308202107070700,여,61,J00100,관계없음,서울,성북구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),2,0,2년0월,J03402,승인,,,,,,31:21.0,31:25.0
H308202107070699,여,74,J00100,관계없음,서울,성북구,서울,,890003,화학?환경?에너지 분야 단순 종사원,,,신입,J03402,승인,,,,,,31:14.0,31:18.0
H316202107070698,여,55,J00104,중학교,서울,강서구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,31:01.0,31:06.0
H308202107070697,여,53,J00101,무학력,서울,성북구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,30:37.0,30:40.0
H101202107070657,남,67,J00106,고등학교,서울,도봉구,서울,,542001,아파트?빌라 경비원,15,0,15년0월,J03402,승인,,,,,,29:49.0,29:54.0
H322202107070655,여,71,J00102,초등학교,서울,서초구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,28:15.0,28:15.0
